rosbagTimestamp,Fx,Fy,Fz,Tx,Ty,Tz
1471539682758212431,-295123.0,-273551.0,-8647303.0,-2187.0,86409.0,-11464.0
1471539682759217737,-334963.0,-274717.0,-8610979.0,-1023.0,86175.0,-11532.0
1471539682760792871,-333690.0,-252379.0,-8683770.0,-701.0,83283.0,-9844.0
1471539682771857573,-375466.0,-275945.0,-8682769.0,177.0,85933.0,-11499.0
1471539682772865682,-357379.0,-287428.0,-8681407.0,-2419.0,85673.0,-12252.0
1471539682773861157,-376653.0,-323345.0,-8645931.0,-432.0,87365.0,-12337.0
1471539682778331645,-355994.0,-312125.0,-8645949.0,-1494.0,84950.0,-11489.0
1471539682793837346,-357103.0,-334782.0,-8682803.0,-1760.0,87842.0,-10701.0
1471539682795316058,-355358.0,-311821.0,-8682652.0,-245.0,85678.0,-11475.0
1471539682796326301,-356080.0,-287063.0,-8609996.0,-1206.0,86410.0,-12339.0
1471539682798345787,-357556.0,-286606.0,-8645670.0,-2424.0,87127.0,-12307.0
1471539682807795662,-336353.0,-299322.0,-8682606.0,-2529.0,85432.0,-10649.0
1471539682809326510,-356283.0,-264268.0,-8718461.0,-2102.0,84234.0,-10618.0
1471539682816858792,-356460.0,-263446.0,-8682723.0,-2107.0,85688.0,-10672.0
1471539682818346394,-314687.0,-261610.0,-8684338.0,-808.0,87386.0,-10678.0
1471539682831841302,-357012.0,-310542.0,-8682588.0,-1467.0,87848.0,-11497.0
1471539682833335625,-336720.0,-276209.0,-8681425.0,-3481.0,83257.0,-11405.0
1471539682834327662,-377846.0,-299209.0,-8646218.0,-2587.0,87369.0,-10738.0
1471539682838344057,-378764.0,-323192.0,-8644902.0,-2900.0,87354.0,-12318.0
1471539682855322565,-375734.0,-299362.0,-8647247.0,-120.0,87380.0,-10757.0
1471539682856314496,-357647.0,-310846.0,-8645885.0,-2717.0,87120.0,-11511.0
1471539682857314899,-355535.0,-310999.0,-8646914.0,-249.0,87131.0,-11530.0
1471539682858363206,-334418.0,-298653.0,-8647897.0,-66.0,86897.0,-10722.0
1471539682867836466,-335981.0,-273134.0,-8647618.0,-996.0,89074.0,-11539.0
1471539682869317794,-357189.0,-309719.0,-8646850.0,-1472.0,89302.0,-11551.0
1471539682876320537,-336990.0,-321356.0,-8646518.0,-1601.0,89053.0,-12323.0
1471539682878335097,-376461.0,-323905.0,-8610760.0,-1662.0,86646.0,-9975.0
1471539682892368489,-355358.0,-311821.0,-8682652.0,-245.0,85678.0,-11475.0
1471539682893331329,-357470.0,-311668.0,-8681623.0,-2712.0,85666.0,-11456.0
1471539682894315616,-357647.0,-310846.0,-8645885.0,-2717.0,87120.0,-11511.0
1471539682898411291,-357470.0,-311668.0,-8681623.0,-2712.0,85666.0,-11456.0
1471539682914327657,-355181.0,-312644.0,-8718389.0,-240.0,84224.0,-11421.0
1471539682915823772,-356731.0,-308593.0,-8647815.0,-227.0,91483.0,-11591.0
1471539682918509578,-316332.0,-310136.0,-8646535.0,-2663.0,86637.0,-11476.0
1471539682919965994,-357825.0,-310023.0,-8610148.0,-2721.0,88574.0,-11565.0
1471539682937333874,-356729.0,-286863.0,-8647201.0,-2404.0,87135.0,-9931.0
1471539682938817929,-336708.0,-297677.0,-8611131.0,-2538.0,88340.0,-10757.0
1471539682939814130,-355713.0,-310176.0,-8611177.0,-254.0,88585.0,-11584.0
1471539682941327523,-355535.0,-310999.0,-8646914.0,-249.0,87131.0,-11530.0
1471539682951345964,-356262.0,-335542.0,-8610427.0,-1791.0,86397.0,-10747.0
1471539682954323513,-356629.0,-312429.0,-8609247.0,-2744.0,84221.0,-11503.0
1471539682954711891,-357470.0,-311668.0,-8681623.0,-2712.0,85666.0,-11456.0
1471539682958328688,-335054.0,-298957.0,-8611195.0,-1316.0,86169.0,-10736.0
1471539682973824871,-334596.0,-297830.0,-8612160.0,-71.0,88351.0,-10776.0
1471539682974849779,-336530.0,-298500.0,-8646868.0,-2533.0,86886.0,-10703.0
1471539682976049337,-334877.0,-299779.0,-8646932.0,-1311.0,84715.0,-10682.0
1471539682978365847,-337271.0,-323305.0,-8681290.0,-2841.0,85418.0,-12229.0
1471539682988329575,-357647.0,-310846.0,-8645885.0,-2717.0,87120.0,-11511.0
1471539682989331838,-336990.0,-321356.0,-8646518.0,-1601.0,89053.0,-12323.0
1471539682996335266,-355994.0,-312125.0,-8645949.0,-1494.0,84950.0,-11489.0
1471539682998491212,-377669.0,-300031.0,-8681956.0,-2582.0,85915.0,-10684.0
1471539683011344462,-355994.0,-312125.0,-8645949.0,-1494.0,84950.0,-11489.0
1471539683012848660,-356171.0,-311302.0,-8610212.0,-1499.0,86403.0,-11543.0
1471539683016502052,-334327.0,-274413.0,-8647682.0,226.0,86904.0,-11518.0
1471539683018345629,-336530.0,-298500.0,-8646868.0,-2533.0,86886.0,-10703.0
1471539683035864060,-356834.0,-311365.0,-8718325.0,-1462.0,86395.0,-11443.0
1471539683036896444,-357470.0,-311668.0,-8681623.0,-2712.0,85666.0,-11456.0
1471539683038339798,-357734.0,-285783.0,-8609932.0,-2429.0,88580.0,-12361.0
1471539683039446292,-355358.0,-311821.0,-8682652.0,-245.0,85678.0,-11475.0
1471539683048393247,-336530.0,-298500.0,-8646868.0,-2533.0,86886.0,-10703.0
1471539683049352648,-356171.0,-311302.0,-8610212.0,-1499.0,86403.0,-11543.0
1471539683061034625,-358105.0,-311972.0,-8644920.0,-3961.0,84938.0,-11470.0
1471539683062500427,-334241.0,-299475.0,-8683635.0,-61.0,85444.0,-10668.0
1471539683071367346,-336262.0,-275083.0,-8682390.0,-2236.0,85439.0,-11445.0
1471539683073380002,-335895.0,-298196.0,-8683571.0,-1284.0,87614.0,-10689.0
1471539683074639833,-356171.0,-311302.0,-8610212.0,-1499.0,86403.0,-11543.0
1471539683078378772,-357647.0,-310846.0,-8645885.0,-2717.0,87120.0,-11511.0
1471539683094006512,-357647.0,-310846.0,-8645885.0,-2717.0,87120.0,-11511.0
1471539683095418666,-336530.0,-298500.0,-8646868.0,-2533.0,86886.0,-10703.0
1471539683096897177,-356262.0,-335542.0,-8610427.0,-1791.0,86397.0,-10747.0
1471539683098404479,-357647.0,-310846.0,-8645885.0,-2717.0,87120.0,-11511.0
1471539683107958725,-377846.0,-299209.0,-8646218.0,-2587.0,87369.0,-10738.0
1471539683109396629,-335428.0,-346875.0,-8646797.0,-671.0,86876.0,-11506.0
1471539683115912170,-356171.0,-311302.0,-8610212.0,-1499.0,86403.0,-11543.0
1471539683118412801,-315873.0,-309010.0,-8647500.0,-1418.0,88819.0,-11516.0
1471539683131929880,-315977.0,-311782.0,-8718010.0,-2654.0,83730.0,-11367.0
1471539683132914944,-334877.0,-299779.0,-8646932.0,-1311.0,84715.0,-10682.0
1471539683134551019,-334877.0,-299779.0,-8646932.0,-1311.0,84715.0,-10682.0
1471539683138431097,-357470.0,-311668.0,-8681623.0,-2712.0,85666.0,-11456.0
1471539683153907398,-376015.0,-301311.0,-8682020.0,-1360.0,83745.0,-10663.0
1471539683154930299,-375924.0,-277071.0,-8681804.0,-1067.0,83751.0,-11459.0
1471539683155898901,-356629.0,-312429.0,-8609247.0,-2744.0,84221.0,-11503.0
1471539683158398059,-316063.0,-286719.0,-8682057.0,-2366.0,85190.0,-12217.0
1471539683167910455,-357292.0,-312491.0,-8717360.0,-2707.0,84213.0,-11402.0
1471539683169406816,-336353.0,-299322.0,-8682606.0,-2529.0,85432.0,-10649.0
1471539683176391728,-336439.0,-274260.0,-8646653.0,-2241.0,86892.0,-11499.0
1471539683178433814,-334963.0,-274717.0,-8610979.0,-1023.0,86175.0,-11532.0
1471539683191439520,-336084.0,-275905.0,-8718128.0,-2232.0,83985.0,-11391.0
1471539683192914862,-335421.0,-275843.0,-8610014.0,-2268.0,83994.0,-11492.0
1471539683198904861,-356629.0,-312429.0,-8609247.0,-2744.0,84221.0,-11503.0
1471539683200421292,-357647.0,-310846.0,-8645885.0,-2717.0,87120.0,-11511.0
1471539683215273525,-357470.0,-311668.0,-8681623.0,-2712.0,85666.0,-11456.0
1471539683215813598,-355535.0,-310999.0,-8646914.0,-249.0,87131.0,-11530.0
1471539683216260838,-355890.0,-309353.0,-8575439.0,-259.0,90038.0,-11638.0
1471539683218288666,-355535.0,-310999.0,-8646914.0,-249.0,87131.0,-11530.0
1471539683236783429,-375557.0,-300185.0,-8682985.0,-115.0,85927.0,-10703.0
1471539683238275660,-375734.0,-299362.0,-8647247.0,-120.0,87380.0,-10757.0
1471539683239288226,-355535.0,-310999.0,-8646914.0,-249.0,87131.0,-11530.0
1471539683240307572,-336708.0,-297677.0,-8611131.0,-2538.0,88340.0,-10757.0
1471539683251298941,-355077.0,-309872.0,-8647879.0,996.0,89313.0,-11570.0
1471539683252768873,-356921.0,-286302.0,-8682372.0,-1174.0,87855.0,-12293.0
1471539683262179353,-356171.0,-311302.0,-8610212.0,-1499.0,86403.0,-11543.0
1471539683264119831,-334687.0,-322070.0,-8612375.0,-363.0,88344.0,-9980.0
1471539683274331765,-357470.0,-311668.0,-8681623.0,-2712.0,85666.0,-11456.0
1471539683275836198,-375734.0,-299362.0,-8647247.0,-120.0,87380.0,-10757.0
1471539683277292193,-355994.0,-312125.0,-8645949.0,-1494.0,84950.0,-11489.0
1471539683278339895,-377669.0,-300031.0,-8681956.0,-2582.0,85915.0,-10684.0
1471539683296456291,-336353.0,-299322.0,-8682606.0,-2529.0,85432.0,-10649.0
1471539683298025334,-376370.0,-299666.0,-8610545.0,-1369.0,86652.0,-10771.0
1471539683298976521,-334596.0,-297830.0,-8612160.0,-71.0,88351.0,-10776.0
1471539683300462757,-336353.0,-299322.0,-8682606.0,-2529.0,85432.0,-10649.0
1471539683311427962,-354617.0,-287016.0,-8648230.0,63.0,87146.0,-9950.0
1471539683312955435,-357647.0,-310846.0,-8645885.0,-2717.0,87120.0,-11511.0
1471539683314416358,-357647.0,-310846.0,-8645885.0,-2717.0,87120.0,-11511.0
1471539683318418473,-357470.0,-311668.0,-8681623.0,-2712.0,85666.0,-11456.0
1471539683333762627,-375379.0,-301007.0,-8718722.0,-110.0,84473.0,-10649.0
1471539683335262901,-356080.0,-287063.0,-8609996.0,-1206.0,86410.0,-12339.0
1471539683336215808,-336353.0,-299322.0,-8682606.0,-2529.0,85432.0,-10649.0
1471539683338257346,-355444.0,-286759.0,-8646699.0,43.0,87138.0,-12326.0
1471539683357275366,-357470.0,-311668.0,-8681623.0,-2712.0,85666.0,-11456.0
1471539683358362927,-357379.0,-287428.0,-8681407.0,-2419.0,85673.0,-12252.0
1471539683359748955,-356080.0,-287063.0,-8609996.0,-1206.0,86410.0,-12339.0
1471539683360705419,-336353.0,-299322.0,-8682606.0,-2529.0,85432.0,-10649.0
1471539683371778782,-335717.0,-299019.0,-8719308.0,-1279.0,86160.0,-10635.0
1471539683372808721,-356834.0,-311365.0,-8718325.0,-1462.0,86395.0,-11443.0
1471539683376391707,-376192.0,-300488.0,-8646282.0,-1365.0,85198.0,-10717.0
1471539683378242502,-356921.0,-286302.0,-8682372.0,-1174.0,87855.0,-12293.0
1471539683393755753,-336175.0,-300145.0,-8718343.0,-2524.0,83979.0,-10595.0
1471539683395241242,-336262.0,-275083.0,-8682390.0,-2236.0,85439.0,-11445.0
1471539683396308151,-355994.0,-312125.0,-8645949.0,-1494.0,84950.0,-11489.0
1471539683398251918,-357379.0,-287428.0,-8681407.0,-2419.0,85673.0,-12252.0
1471539683421297992,-357470.0,-311668.0,-8681623.0,-2712.0,85666.0,-11456.0
1471539683422875143,-356171.0,-311302.0,-8610212.0,-1499.0,86403.0,-11543.0
1471539683424360554,-355535.0,-310999.0,-8646914.0,-249.0,87131.0,-11530.0
1471539683425406316,-357470.0,-311668.0,-8681623.0,-2712.0,85666.0,-11456.0
1471539683432316876,-335335.0,-300906.0,-8645967.0,-2556.0,82534.0,-10641.0
1471539683433211806,-355535.0,-310999.0,-8646914.0,-249.0,87131.0,-11530.0
1471539683436340790,-335140.0,-273894.0,-8575242.0,-1028.0,87629.0,-11586.0
1471539683438724485,-357556.0,-286606.0,-8645670.0,-2424.0,87127.0,-12307.0
1471539683454239930,-357647.0,-310846.0,-8645885.0,-2717.0,87120.0,-11511.0
1471539683455717878,-356834.0,-311365.0,-8718325.0,-1462.0,86395.0,-11443.0
1471539683456706412,-336897.0,-275386.0,-8645688.0,-3486.0,84711.0,-11459.0
1471539683458291858,-357379.0,-287428.0,-8681407.0,-2419.0,85673.0,-12252.0
1471539683478726654,-357470.0,-311668.0,-8681623.0,-2712.0,85666.0,-11456.0
1471539683480727297,-357379.0,-287428.0,-8681407.0,-2419.0,85673.0,-12252.0
1471539683481732997,-355994.0,-312125.0,-8645949.0,-1494.0,84950.0,-11489.0
1471539683483192048,-336530.0,-298500.0,-8646868.0,-2533.0,86886.0,-10703.0
1471539683491779974,-356283.0,-264268.0,-8718461.0,-2102.0,84234.0,-10618.0
1471539683492736509,-336353.0,-299322.0,-8682606.0,-2529.0,85432.0,-10649.0
1471539683494372092,-355902.0,-287885.0,-8645734.0,-1202.0,84956.0,-12285.0
1471539683498214887,-357292.0,-312491.0,-8717360.0,-2707.0,84213.0,-11402.0
1471539683522790131,-336084.0,-275905.0,-8718128.0,-2232.0,83985.0,-11391.0
1471539683524196679,-356374.0,-288508.0,-8718676.0,-2395.0,84228.0,-9822.0
1471539683525220852,-336353.0,-299322.0,-8682606.0,-2529.0,85432.0,-10649.0
1471539683526208680,-334699.0,-300602.0,-8682670.0,-1306.0,83262.0,-10628.0
1471539683536790743,-336720.0,-276209.0,-8681425.0,-3481.0,83257.0,-11405.0
1471539683538194877,-356743.0,-287125.0,-8718110.0,-1170.0,86401.0,-12239.0
1471539683539216789,-314042.0,-311112.0,-8683302.0,-191.0,85195.0,-11440.0
1471539683540714347,-357470.0,-311668.0,-8681623.0,-2712.0,85666.0,-11456.0
1471539683551736291,-377669.0,-300031.0,-8681956.0,-2582.0,85915.0,-10684.0
1471539683552716209,-334608.0,-276362.0,-8682454.0,-1014.0,83268.0,-11424.0
1471539683554396509,-355535.0,-310999.0,-8646914.0,-249.0,87131.0,-11530.0
1471539683558227497,-357201.0,-288251.0,-8717145.0,-2415.0,84219.0,-12198.0
1471539683574707967,-334877.0,-299779.0,-8646932.0,-1311.0,84715.0,-10682.0
1471539683575739777,-357647.0,-310846.0,-8645885.0,-2717.0,87120.0,-11511.0
1471539683577221033,-355725.0,-288708.0,-8681471.0,-1197.0,83502.0,-12231.0
1471539683578256418,-377664.0,-250729.0,-8645787.0,-2002.0,87382.0,-12330.0
1471539683597582738,-219262.0,-105657.0,-11820299.0,-2699.0,103106.0,-15009.0
1471539683598582698,-175898.0,-393102.0,-8860999.0,-4721.0,82704.0,-14265.0
1471539683599574800,-296619.0,-322658.0,-8790053.0,-2751.0,84926.0,-12093.0
1471539683601073568,-635686.0,-351593.0,-9756494.0,-4387.0,90869.0,-13066.0
1471539683612094163,-363927.0,-282166.0,-9296152.0,-2160.0,95780.0,-11825.0
1471539683614458159,-304702.0,-292118.0,-9259703.0,-4708.0,96490.0,-12598.0
1471539683614948900,-298450.0,-320556.0,-8754252.0,-3978.0,88550.0,-12169.0
1471539683618525005,-363124.0,-186812.0,-8935316.0,-6021.0,92927.0,-10514.0
1471539683642018968,-167429.0,-220557.0,-9156204.0,-9885.0,110041.0,-11170.0
1471539683643504252,-240379.0,-253311.0,-8974950.0,-4241.0,98712.0,-10485.0
1471539683644519399,1167.0,-242251.0,-9014731.0,-6334.0,107397.0,-12763.0
1471539683645616488,-239439.0,-279638.0,-8864620.0,-4613.0,94353.0,-12104.0
1471539683657543523,-259255.0,-269888.0,-8791612.0,-5760.0,90976.0,-11338.0
1471539683658518085,-521329.0,-464395.0,-8997853.0,-18256.0,98088.0,-12092.0
1471539683659561245,-262275.0,-52545.0,-8717273.0,-10521.0,89572.0,-13740.0
1471539683661024976,-392114.0,231788.0,-8784793.0,-21888.0,83814.0,-11233.0
1471539683671045268,-364568.0,419742.0,-9205836.0,-57628.0,89479.0,-10605.0
1471539683672541892,-1125074.0,368256.0,-8948494.0,-22103.0,57016.0,-9624.0
1471539683675017855,-653001.0,478663.0,-9484610.0,-59578.0,76888.0,-12723.0
1471539683678021659,-258402.0,108475.0,-9073737.0,-26900.0,94358.0,-12550.0
1471539683695006354,-80214.0,5622.0,-9182291.0,-32880.0,96464.0,-12297.0
1471539683697480706,-215488.0,270675.0,-9320178.0,-45749.0,98650.0,-13782.0
1471539683697895237,-313109.0,392231.0,-9421710.0,-62811.0,101749.0,-12868.0
1471539683698974699,-225693.0,649422.0,-9814916.0,-79132.0,101968.0,-12321.0
1471539683716982649,-82198.0,618383.0,-9854352.0,-78121.0,105344.0,-12241.0
1471539683718468286,-109099.0,653592.0,-9850418.0,-86346.0,103384.0,-12167.0
1471539683719484396,-184893.0,932614.0,-10061284.0,-101413.0,106287.0,-12744.0
1471539683720555085,-86188.0,1276762.0,-10450648.0,-127766.0,108417.0,-13723.0
1471539683731489380,-203158.0,1197101.0,-10486302.0,-122665.0,101893.0,-11341.0
1471539683732487346,5578.0,1344306.0,-10666413.0,-136642.0,115872.0,-14284.0
1471539683735704681,-255843.0,1315142.0,-10875812.0,-134699.0,97246.0,-12434.0
1471539683738478852,-793803.0,-1343308.0,-12412371.0,19870.0,56818.0,-16667.0
1471539683755474669,-468414.0,669492.0,-11601325.0,-89629.0,81943.0,-15187.0
1471539683756483098,-281793.0,1013189.0,-11741684.0,-113488.0,80245.0,-13933.0
1471539683757493537,-323312.0,1487775.0,-11768339.0,-137301.0,83414.0,-18560.0
1471539683758976739,-253005.0,1544115.0,-11837740.0,-146421.0,92557.0,-22459.0
1471539683776009708,-87478.0,1236696.0,-11914344.0,-141388.0,98520.0,-21588.0
1471539683777478822,88721.0,1477311.0,-11810027.0,-150604.0,109446.0,-20867.0
1471539683783521963,49695.0,1928892.0,-11767983.0,-172232.0,115535.0,-22449.0
1471539683784983077,-76299.0,1973129.0,-11908990.0,-175459.0,113351.0,-21556.0
1471539683790991179,-14654.0,1912056.0,-12196937.0,-173590.0,109685.0,-22786.0
1471539683792485578,133203.0,1759795.0,-12491936.0,-165337.0,113764.0,-20944.0
1471539683796526956,176588.0,1760331.0,-12709339.0,-160296.0,113278.0,-23121.0
1471539683798446219,-112034.0,1699740.0,-13025326.0,-161234.0,103556.0,-23662.0
1471539683815589256,-275428.0,1598687.0,-13346987.0,-156392.0,103272.0,-25084.0
1471539683816928935,-146395.0,1482406.0,-13641601.0,-145270.0,107610.0,-25659.0
1471539683817965190,91241.0,1329819.0,-14010428.0,-127071.0,107844.0,-28466.0
1471539683818944354,15083.0,1207026.0,-14265719.0,-117469.0,109526.0,-26793.0
1471539683836948581,-145373.0,1105562.0,-14589940.0,-110140.0,109261.0,-25858.0
1471539683838446513,-100611.0,1131207.0,-14809625.0,-103541.0,110972.0,-26495.0
1471539683839441152,61126.0,1138170.0,-14995082.0,-104438.0,117007.0,-23915.0
1471539683840951276,153057.0,921504.0,-15360442.0,-88413.0,116730.0,-26002.0
1471539683850439317,53199.0,785895.0,-15686663.0,-82655.0,117906.0,-22654.0
1471539683851950580,-71346.0,829917.0,-15936812.0,-83378.0,115724.0,-21678.0
1471539683865940897,-36573.0,952988.0,-16044410.0,-90410.0,117418.0,-20735.0
1471539683867431042,20394.0,919433.0,-16296779.0,-93145.0,119550.0,-20463.0
1471539683873937394,45216.0,738959.0,-16624313.0,-84139.0,121440.0,-20230.0
1471539683875018939,104404.0,779055.0,-16770418.0,-84768.0,125790.0,-20111.0
1471539683876430028,120054.0,865628.0,-17023093.0,-88522.0,128443.0,-19084.0
1471539683878452499,129477.0,1026465.0,-17165389.0,-100039.0,133269.0,-18133.0
1471539683904427814,152375.0,1086495.0,-17455637.0,-95477.0,132316.0,-18667.0
1471539683906444325,210454.0,1103934.0,-17638596.0,-96371.0,139558.0,-17760.0
1471539683906917043,265111.0,1142628.0,-17962232.0,-101890.0,140970.0,-17395.0
1471539683908434095,245524.0,1204113.0,-18107915.0,-98644.0,144133.0,-18140.0
1471539683910460256,223628.0,1189437.0,-18359462.0,-99975.0,140723.0,-16275.0
1471539683912123542,286178.0,1152850.0,-18722632.0,-97742.0,138525.0,-13503.0
1471539683918948254,305233.0,1190334.0,-18941094.0,-98395.0,140459.0,-10935.0
1471539683921078284,361368.0,1256144.0,-19193502.0,-99938.0,146969.0,-13909.0
1471539683933921937,349210.0,1332477.0,-19370632.0,-111287.0,152729.0,-13741.0
1471539683934942662,344393.0,1428235.0,-19584506.0,-116203.0,150542.0,-14269.0
1471539683936586842,395944.0,1567532.0,-19800506.0,-124235.0,158508.0,-14876.0
1471539683938069860,410810.0,1676113.0,-19835311.0,-132707.0,156818.0,-12370.0
1471539683957164453,385925.0,1786038.0,-19834191.0,-137544.0,159249.0,-12389.0
1471539683958152746,363883.0,1821245.0,-19869017.0,-139585.0,158040.0,-12339.0
1471539683959663938,384232.0,1809027.0,-20049237.0,-138424.0,157057.0,-12943.0
1471539683961481453,434518.0,1713893.0,-20198613.0,-124712.0,159488.0,-14497.0
1471539683980212288,414931.0,1626967.0,-20378893.0,-123260.0,156799.0,-12726.0
1471539683981647033,295172.0,1547136.0,-20592541.0,-119356.0,149521.0,-12532.0
1471539683983131424,219548.0,1443604.0,-20954430.0,-111917.0,142493.0,-9035.0
1471539683984169635,196576.0,1476297.0,-21058235.0,-115213.0,136186.0,-11213.0
1471539683993675107,175066.0,1509036.0,-21200273.0,-117240.0,130616.0,-11001.0
1471539683995142233,210099.0,1562762.0,-21380790.0,-120200.0,138094.0,-12474.0
1471539683997276236,239354.0,1592508.0,-21521230.0,-129657.0,144807.0,-15503.0
1471539683998266701,298090.0,1680779.0,-21630202.0,-130951.0,148441.0,-16991.0
1471539684016647751,369486.0,1831815.0,-21773780.0,-141299.0,154717.0,-16818.0
1471539684018140540,408744.0,1906964.0,-21955741.0,-141502.0,157868.0,-16669.0
1471539684019143242,483184.0,1938758.0,-22027414.0,-145980.0,167027.0,-19810.0
1471539684020662363,537944.0,1980224.0,-22280540.0,-150263.0,173528.0,-19593.0
1471539684030653131,574503.0,1931033.0,-22674876.0,-153163.0,170080.0,-19912.0
1471539684031663566,632951.0,1946323.0,-22855403.0,-154100.0,172961.0,-21320.0
1471539684038646895,629342.0,2018207.0,-22998081.0,-158096.0,171504.0,-21139.0
1471539684040163020,584609.0,2088821.0,-23104937.0,-163375.0,169811.0,-18630.0
1471539684053651551,616728.0,2257711.0,-23173974.0,-176009.0,166424.0,-16817.0
1471539684055131757,609641.0,2398167.0,-23278943.0,-188986.0,157716.0,-11751.0
1471539684056803830,517107.0,2610915.0,-23198853.0,-204971.0,150708.0,-11669.0
1471539684058292831,530212.0,2817112.0,-23305674.0,-214688.0,150486.0,-9905.0
1471539684077127026,580246.0,3031251.0,-23269502.0,-225590.0,162109.0,-10783.0
1471539684078611896,660939.0,3131107.0,-23307081.0,-226733.0,164065.0,-11509.0
1471539684079663014,727841.0,3237302.0,-23413693.0,-240135.0,176114.0,-12218.0
1471539684080653996,779783.0,3324907.0,-23518614.0,-250076.0,177533.0,-13608.0
1471539684090670991,843728.0,3362228.0,-23773989.0,-245757.0,177544.0,-13365.0
1471539684091662723,930655.0,3358501.0,-23842961.0,-260507.0,186412.0,-14030.0
1471539684098819256,927506.0,3452476.0,-23982991.0,-264252.0,180601.0,-16959.0
1471539684099824895,899650.0,3351463.0,-24204200.0,-248174.0,176759.0,-16056.0
1471539684114401410,920746.0,3292515.0,-24312874.0,-245160.0,178673.0,-17571.0
1471539684115391666,886568.0,3191457.0,-24457090.0,-236536.0,173344.0,-19033.0
1471539684117052295,885256.0,3028542.0,-24643314.0,-213817.0,166366.0,-19736.0
1471539684118399873,854737.0,3042873.0,-24819454.0,-222264.0,170180.0,-21156.0
1471539684137621190,871518.0,3102559.0,-24926628.0,-227619.0,167755.0,-19386.0
1471539684138905472,875541.0,3146777.0,-25036536.0,-225757.0,161253.0,-16042.0
1471539684141409363,953940.0,3360596.0,-25029612.0,-252650.0,168691.0,-16676.0
1471539684142893761,1056208.0,3636978.0,-25028232.0,-276244.0,180288.0,-13423.0
1471539684155594911,1143967.0,3804379.0,-25104157.0,-272797.0,174315.0,-11667.0
1471539684157040826,1216866.0,3932986.0,-25067860.0,-281037.0,183502.0,-13303.0
1471539684161458387,1392298.0,4028199.0,-25141823.0,-288309.0,193642.0,-14785.0
1471539684162679700,1451045.0,4095003.0,-25180501.0,-288660.0,202359.0,-15625.0
1471539684173394247,1540803.0,4186436.0,-25321115.0,-299763.0,208356.0,-19385.0
1471539684174428901,1600725.0,4179540.0,-25466583.0,-297305.0,214869.0,-22485.0
1471539684182889761,1578580.0,4048922.0,-25612825.0,-276701.0,200877.0,-25499.0
1471539684184383714,1570018.0,3911785.0,-25758479.0,-261117.0,195317.0,-29371.0
1471539684197059673,1509883.0,3847949.0,-25755874.0,-259514.0,191672.0,-30955.0
1471539684198072183,1461150.0,3804316.0,-25685423.0,-247783.0,182289.0,-31020.0
1471539684200581824,1371758.0,3689003.0,-25542992.0,-234546.0,176280.0,-31235.0
1471539684202107041,1373804.0,3642639.0,-25400035.0,-231480.0,179914.0,-32233.0
1471539684219615057,1395954.0,3653663.0,-25293470.0,-232558.0,177515.0,-29110.0
1471539684220573144,1397685.0,3677127.0,-25367226.0,-230991.0,176805.0,-27462.0
1471539684223525075,1439936.0,3729653.0,-25262729.0,-229102.0,182885.0,-26846.0
1471539684224539786,1556546.0,3761657.0,-25191768.0,-234792.0,190850.0,-27691.0
1471539684233550920,1672118.0,3887004.0,-25224230.0,-261504.0,211556.0,-27653.0
1471539684234603127,1722140.0,3980043.0,-25258010.0,-270207.0,222408.0,-31629.0
1471539684248064088,1639478.0,3971014.0,-25392833.0,-291342.0,228096.0,-32247.0
1471539684249056210,1736477.0,4147165.0,-25485012.0,-355709.0,269422.0,-34510.0
1471539684257059831,1876491.0,4331097.0,-25408510.0,-379265.0,285566.0,-37691.0
1471539684258104503,1876547.0,4284546.0,-25589893.0,-376089.0,289174.0,-38387.0
1471539684261597654,1837074.0,4111857.0,-25589347.0,-375766.0,285263.0,-35183.0
1471539684262622722,1717762.0,4108060.0,-25374296.0,-374737.0,284575.0,-30716.0
1471539684281124091,1770421.0,4121603.0,-25588040.0,-384297.0,283796.0,-29596.0
1471539684281767454,1770968.0,4172072.0,-25121388.0,-387512.0,287473.0,-26896.0
1471539684283691713,1691266.0,4138671.0,-24720357.0,-393035.0,273942.0,-23920.0
1471539684285188909,1568882.0,4220637.0,-25177737.0,-412969.0,271418.0,-24956.0
1471539684293214867,1627254.0,4279747.0,-24815942.0,-423358.0,265631.0,-21132.0
1471539684294704539,1536880.0,4420826.0,-24484032.0,-437851.0,260077.0,-21312.0
1471539684308197621,1590777.0,4448697.0,-25879232.0,-457978.0,261070.0,-25349.0
1471539684309192358,1559330.0,4529076.0,-25655721.0,-476787.0,252579.0,-22139.0
1471539684317207090,1477343.0,4681914.0,-25214039.0,-491096.0,225295.0,-18156.0
1471539684318218812,1280167.0,4660206.0,-25096934.0,-492783.0,195081.0,-15584.0
1471539684320223436,1093159.0,4415148.0,-23661734.0,-463158.0,179795.0,-13122.0
1471539684321721208,996928.0,4264969.0,-23798470.0,-462558.0,153390.0,-11889.0
1471539684339218419,1042263.0,4334233.0,-23438628.0,-464213.0,145707.0,-9705.0
1471539684340704452,933468.0,4311817.0,-23934483.0,-471817.0,130876.0,-9829.0
1471539684343215344,964855.0,4257686.0,-24034801.0,-487184.0,117247.0,-7802.0
1471539684344692641,660821.0,4301086.0,-23808392.0,-489497.0,99135.0,-8740.0
1471539684353715034,710591.0,4290837.0,-23336346.0,-489707.0,78379.0,-8855.0
