rosbagTimestamp,x,y,z,w,x,y,z,x,y,z
1471539672636547139,-0.189496307873,-0.619380724222,0.604203536585,0.464108558575,-0.216675099409,-0.221824947723,-0.479889568762,3.19474196618,-8.28194923164,0.921332730214
1471539672638043330,-0.189496307873,-0.619380724222,0.604203536585,0.464108558575,-0.216675099409,-0.221824947723,-0.479889568762,3.19474196618,-8.28194923164,0.921332730214
1471539672643561142,-0.189496307873,-0.619380724222,0.604203536585,0.464108558575,-0.216675099409,-0.221824947723,-0.479889568762,3.19474196618,-8.28194923164,0.921332730214
1471539672645051671,-0.187915585324,-0.621206976841,0.602573425756,0.464429640838,-0.26245154559,-0.259781253701,-0.453186680466,3.17884914199,-8.84964300688,0.965125296125
1471539672647238125,-0.187915585324,-0.621206976841,0.602573425756,0.464429640838,-0.26245154559,-0.259781253701,-0.453186680466,3.17884914199,-8.84964300688,0.965125296125
1471539672648775216,-0.187915585324,-0.621206976841,0.602573425756,0.464429640838,-0.26245154559,-0.259781253701,-0.453186680466,3.17884914199,-8.84964300688,0.965125296125
1471539672656568989,-0.186201447811,-0.623034183981,0.60123810919,0.464403017305,-0.226593320446,-0.330162489639,-0.400543748262,3.2429273407,-9.30251487966,0.978998400182
1471539672658032549,-0.186201447811,-0.623034183981,0.60123810919,0.464403017305,-0.226593320446,-0.330162489639,-0.400543748262,3.2429273407,-9.30251487966,0.978998400182
1471539672666048690,-0.18421294205,-0.624517665818,0.600464672979,0.464204107657,-0.0961304795161,-0.373650018595,-0.349045193481,3.38142272393,-9.6152256983,1.10364202109
1471539672667066671,-0.18421294205,-0.624517665818,0.600464672979,0.464204107657,-0.0961304795161,-0.373650018595,-0.349045193481,3.38142272393,-9.6152256983,1.10364202109
1471539672682129244,-0.181969744835,-0.625345411403,0.600463408764,0.463976101904,0.101661779763,-0.375366571432,-0.281524928574,3.7629762283,-9.65608990923,0.968326029996
1471539672682613840,-0.181969744835,-0.625345411403,0.600463408764,0.463976101904,0.101661779763,-0.375366571432,-0.281524928574,3.7629762283,-9.65608990923,0.968326029996
1471539672686559054,-0.179522204873,-0.625639724667,0.600843971525,0.464040121926,0.243187203144,-0.327873570357,-0.287247002302,4.25503784059,-9.48384710394,0.608635012438
1471539672688037345,-0.179522204873,-0.625639724667,0.600843971525,0.464040121926,0.243187203144,-0.327873570357,-0.287247002302,4.25503784059,-9.48384710394,0.608635012438
1471539672703584422,-0.176982993775,-0.625412616991,0.601448809451,0.464537843488,0.358009763024,-0.244140914582,-0.311279666093,4.27574138594,-9.41598066093,0.683044344589
1471539672705036665,-0.174419513038,-0.624734456249,0.602376118775,0.465217910421,0.461388277733,-0.19378689135,-0.290298866767,4.0252379948,-9.41918001662,0.823037732418
1471539672707215998,-0.174419513038,-0.624734456249,0.602376118775,0.465217910421,0.461388277733,-0.19378689135,-0.290298866767,4.0252379948,-9.41918001662,0.823037732418
1471539672708791317,-0.174419513038,-0.624734456249,0.602376118775,0.465217910421,0.461388277733,-0.19378689135,-0.290298866767,4.0252379948,-9.41918001662,0.823037732418
1471539672717083851,-0.171978174395,-0.623722104024,0.6035972053,0.46590198351,0.527191950152,-0.157737967719,-0.236511584004,3.93628770412,-9.27628910586,0.967411102917
1471539672718553527,-0.171978174395,-0.623722104024,0.6035972053,0.46590198351,0.527191950152,-0.157737967719,-0.236511584004,3.93628770412,-9.27628910586,0.967411102917
1471539672726064138,-0.169731057131,-0.622506004445,0.604972978079,0.466567614037,0.552368982911,-0.122833434045,-0.188637059426,3.99413958766,-9.31124885334,1.01824746738
1471539672727058046,-0.169731057131,-0.622506004445,0.604972978079,0.466567614037,0.552368982911,-0.122833434045,-0.188637059426,3.99413958766,-9.31124885334,1.01824746738
1471539672740114326,-0.167822471124,-0.621223948904,0.606445354405,0.467055088416,0.5348212457,-0.101280342891,-0.113678124978,3.54584375318,-9.17456923895,1.17631370824
1471539672741096343,-0.167822471124,-0.621223948904,0.606445354405,0.467055088416,0.5348212457,-0.101280342891,-0.113678124978,3.54584375318,-9.17456923895,1.17631370824
1471539672746884667,-0.165937262193,-0.620115342206,0.60804718903,0.467119260243,0.51345888495,-0.171470853481,-0.0532150924595,3.40287972294,-9.23782196291,1.34851360812
1471539672748352692,-0.165937262193,-0.620115342206,0.60804718903,0.467119260243,0.51345888495,-0.171470853481,-0.0532150924595,3.40287972294,-9.23782196291,1.34851360812
1471539672763384834,-0.164100073764,-0.619235110345,0.609517202922,0.467020152937,0.459480772973,-0.202942109773,-0.0473022962629,3.51943815066,-9.18124392911,1.62885949549
1471539672764367797,-0.162226561457,-0.61872185784,0.610755363787,0.466737282627,0.383377421631,-0.256729357968,-0.063133296796,3.57681680253,-9.1606470789,1.59197666516
1471539672768538374,-0.162226561457,-0.61872185784,0.610755363787,0.466737282627,0.383377421631,-0.256729357968,-0.063133296796,3.57681680253,-9.1606470789,1.59197666516
1471539672769577953,-0.162226561457,-0.61872185784,0.610755363787,0.466737282627,0.383377421631,-0.256729357968,-0.063133296796,3.57681680253,-9.1606470789,1.59197666516
1471539672785011595,-0.158877135602,-0.61839199931,0.612367651293,0.466213739204,0.220871087483,-0.258064405324,-0.10223394032,3.61288753994,-9.12558858423,1.55171199226
1471539672786501699,-0.158877135602,-0.61839199931,0.612367651293,0.466213739204,0.220871087483,-0.258064405324,-0.10223394032,3.61288753994,-9.12558858423,1.55171199226
1471539672794013779,-0.157369346997,-0.618831588487,0.612480947161,0.465992964628,0.0955582067785,-0.257110704067,-0.160980292457,3.71390935542,-9.06007433188,1.38506137917
1471539672795488163,-0.157369346997,-0.618831588487,0.612480947161,0.465992964628,0.0955582067785,-0.257110704067,-0.160980292457,3.71390935542,-9.06007433188,1.38506137917
1471539672799993071,-0.157369346997,-0.618831588487,0.612480947161,0.465992964628,0.0955582067785,-0.257110704067,-0.160980292457,3.71390935542,-9.06007433188,1.38506137917
1471539672802096597,-0.157369346997,-0.618831588487,0.612480947161,0.465992964628,0.0955582067785,-0.257110704067,-0.160980292457,3.71390935542,-9.06007433188,1.38506137917
1471539672806973930,-0.156177037793,-0.619557444742,0.612170175605,0.465837934942,-0.0192642277974,-0.22373207135,-0.178527893251,3.58652415177,-9.16957083896,1.41065054955
1471539672807983004,-0.156177037793,-0.619557444742,0.612170175605,0.465837934942,-0.0192642277974,-0.22373207135,-0.178527893251,3.58652415177,-9.16957083896,1.41065054955
1471539672823033500,-0.154454946057,-0.621816881911,0.610729249297,0.4652926166,-0.177764976009,-0.232124437557,-0.164794999218,3.2359487725,-9.73657362316,1.73797113285
1471539672824488401,-0.154454946057,-0.621816881911,0.610729249297,0.4652926166,-0.177764976009,-0.232124437557,-0.164794999218,3.2359487725,-9.73657362316,1.73797113285
1471539672827089387,-0.154454946057,-0.621816881911,0.610729249297,0.4652926166,-0.177764976009,-0.232124437557,-0.164794999218,3.2359487725,-9.73657362316,1.73797113285
1471539672828698840,-0.154454946057,-0.621816881911,0.610729249297,0.4652926166,-0.177764976009,-0.232124437557,-0.164794999218,3.2359487725,-9.73657362316,1.73797113285
1471539672846001617,-0.153187600629,-0.624250019059,0.609478779229,0.464091683171,-0.169181888229,-0.239753814547,-0.0734329503586,3.17972524919,-10.3521730333,1.97899454659
